[ПЗПІ-24]
ПвІТ	Підприємництво в ІТ : Лк (20) - ПЗПІ-22-1,2,3,4,5, Ревенчук І. А.: Лк (20) - ПЗПІ-22-6,7,8,9,10, Ревенчук І. А.: Пз (4) - ПЗПІ-22-1, Ревенчук І. А.: Пз (4) - ПЗПІ-22-2, Ворочек О. Г.: Пз (4) - ПЗПІ-22-3, Ворочек О. Г.: Пз (4) - ПЗПІ-22-4, Ворочек О. Г.: Пз (4) - ПЗПІ-22-5, Ворочек О. Г.: Пз (4) - ПЗПІ-22-6, Ревенчук І. А.: Пз (4) - ПЗПІ-22-7, Ворочек О. Г.: Пз (4) - ПЗПІ-22-8, Ворочек О. Г.: Пз (4) - ПЗПІ-22-9, Ворочек О. Г.: Лб (16) - ПЗПІ-22-1, Ревенчук І. А.: Лб (16) - ПЗПІ-22-10, Ревенчук І. А.: Лб (16) - ПЗПІ-22-2, Ворочек О. Г.: Лб (16) - ПЗПІ-22-3, Ворочек О. Г.: Лб (16) - ПЗПІ-22-4, Ворочек О. Г.: Лб (16) - ПЗПІ-22-5, Ворочек О. Г.: Лб (16) - ПЗПІ-22-6, Ворочек О. Г.: Лб (16) - ПЗПІ-22-7, Ворочек О. Г.: Лб (16) - ПЗПІ-22-8, Ворочек О. Г.: Лб (16) - ПЗПІ-22-9, Ворочек О. Г.:
*ПВJS	*Поглиблене вивчення JavaScript : Лк (26) - *ПВJS(ПЗПІ-22-)-1;*ПВJS(ПЗПІ-22-)-2, Мар`Їн С. О.: Пз (6) - *ПВJS(ПЗПІ-22-)-1, Мар`Їн С. О.: Пз (6) - *ПВJS(ПЗПІ-22-)-2, Мар`Їн С. О.: Лб (20) - *ПВJS(ПЗПІ-22-)-1, Мар`Їн С. О.: Лб (20) - *ПВJS(ПЗПІ-22-)-2, Мар`Їн С. О.:
*ППСС	*Політичні проблеми сучасного суспільства : Лк (18) - *ППСС(КБІКС-22-)-1;*ППСС(КІУКІ-22-)-2, Тіхонова Л. А.: Пз (12) - *ППСС(КБІКС-22-)-1, Тіхонова Л. А.:
*ПрІн	*Програмування в Інтернет : Лк (28) - *ПрІн(ПЗПІ-22-)-1;*ПрІн(ПЗПІ-22-)-2, Назаров О. С.: Пз (8) - *ПрІн(ПЗПІ-22-)-1, Матвєєв Д. І.: Пз (8) - *ПрІн(ПЗПІ-22-)-2, Матвєєв Д. І.: Лб (16) - *ПрІн(ПЗПІ-22-)-1, Матвєєв Д. І.: Лб (16) - *ПрІн(ПЗПІ-22-)-2, Матвєєв Д. І.:
ПPyt	*Програмування мовою Python : Лк (22) - ПPyt(ПЗПІ-22-)-1, Бондарєв В. М.: Пз (8) - ПPyt(ПЗПІ-22-)-1, Бондарєв В. М.: Лб (20) - ПPyt(ПЗПІ-22-)-1, Побіженко І. О.:
*РNet	*Робота з даними на платформі .Net : Лк (22) - *РNet(ПЗПІ-22-)-1, Широкопетлєва М. С.: Пз (4) - *РNet(ПЗПІ-22-)-1, Широкопетлєва М. С.: Лб (20) - *РNet(ПЗПІ-22-)-1, Широкопетлєва М. С.:
*РХЗ	*Розробка хмарних застосувань в AZURE : Лк (22) - *РХЗ(ПЗПІ-22-)-1, Кравець Н. С.: Пз (8) - *РХЗ(ПЗПІ-22-)-1, Кравець Н. С.: Лб (20) - *РХЗ(ПЗПІ-22-)-1, Кравець Н. С.:
*СтСТ	*Соціологія та соціальні технології : Лк (18) - *СтСТ(ІТУ-22-)-1,2, Омельченко В. В.: Пз (12) - *СтСТ(ПЗПІ-22-)-2, Омельченко В. В.:
*ТВД	*Тестування веб-додатків : Лк (30) - *ТВД(ПЗПІ-22-)-1, Голян Н. В.: Пз (8) - *ТВД(ПЗПІ-22-)-1, Данієль Я. Д.: Лб (20) - *ТВД(ПЗПІ-22-)-1, Данієль Я. Д.:
*УпрТ	*Управління тестуванням : Лк (26) - *УпрТ(ПЗПІ-22-)-1, Голян Н. В.: Пз (6) - *УпрТ(ПЗПІ-22-)-1, Голян Н. В.: Лб (20) - *УпрТ(ПЗПІ-22-)-1, Голян Н. В.:
ФВ	Фізичне виховання (за рахунок вільного часу студентів) : Пз (34) - ПЗПІ-22-1: Пз (34) - ПЗПІ-22-10: Пз (34) - ПЗПІ-22-2: Пз (34) - ПЗПІ-22-3: Пз (34) - ПЗПІ-22-4: Пз (34) - ПЗПІ-22-5: Пз (34) - ПЗПІ-22-6: Пз (34) - ПЗПІ-22-7: Пз (34) - ПЗПІ-22-8: Пз (34) - ПЗПІ-22-9:

[ПЗПІ-21]
*АТ	*Автоматизація тестування : Лк (20) - *АТ(ПЗПІ-21-)-1;*АТ(ПЗПІ-21-)-2;*АТ(ПЗПІ-21-)-3;*АТ(ПЗПІ-21-)-4, Голян Н. В.: Пз (4) - *АТ(ПЗПІ-21-)-1, Голян Н. В.: Пз (4) - *АТ(ПЗПІ-21-)-2, Голян Н. В.: Пз (4) - *АТ(ПЗПІ-21-)-3, Голян Н. В.: Пз (4) - *АТ(ПЗПІ-21-)-4, Данієль Я. Д.: Лб (16) - *АТ(ПЗПІ-21-)-1, Голян Н. В.: Лб (16) - *АТ(ПЗПІ-21-)-2, Голян Н. В.: Лб (16) - *АТ(ПЗПІ-21-)-3, Голян Н. В.: Лб (16) - *АТ(ПЗПІ-21-)-4, Данієль Я. Д.: Конс (2) - *АТ(ПЗПІ-21-)-1, Голян Н. В.: Конс (2) - *АТ(ПЗПІ-21-)-2, Голян Н. В.: Конс (2) - *АТ(ПЗПІ-21-)-3, Голян Н. В.: Конс (2) - *АТ(ПЗПІ-21-)-4, Голян Н. В.: Екз (6) - *АТ(ПЗПІ-21-)-1, Голян Н. В.: Екз (6) - *АТ(ПЗПІ-21-)-2, Голян Н. В.: Екз (6) - *АТ(ПЗПІ-21-)-3, Голян Н. В.: Екз (6) - *АТ(ПЗПІ-21-)-4, Голян Н. В.:
*АкІМ	*Академічна іноземна мова. Практичний курс : Пз (20) - *АкІМ(ПЗПІ-21-)-2, Макаров В. Б.: Зал (2) - *АкІМ(ПЗПІ-21-)-2, Макаров В. Б.:
*БА	*Бізнес-аналіз : Лк (10) - *БА(ПЗПІ-21-)-1;*БА(ПЗПІ-21-)-2, Афанасьєва І. В.: Лк (10) - *БА(ПЗПІ-21-)-1;*БА(ПЗПІ-21-)-2, Онищенко К. Г.: Пз (4) - *БА(ПЗПІ-21-)-1, Афанасьєва І. В.: Пз (4) - *БА(ПЗПІ-21-)-2, Афанасьєва І. В.: Лб (16) - *БА(ПЗПІ-21-)-1, Онищенко К. Г.: Лб (16) - *БА(ПЗПІ-21-)-2, Онищенко К. Г.: Конс (2) - *БА(ПЗПІ-21-)-1, Афанасьєва І. В.: Конс (2) - *БА(ПЗПІ-21-)-2, Афанасьєва І. В.: Екз (6) - *БА(ПЗПІ-21-)-1, Афанасьєва І. В.: Екз (6) - *БА(ПЗПІ-21-)-2, Афанасьєва І. В.:
*ДРБД	*Додаткові розділи теорії баз даних : Лк (22) - *ДРБД(ПЗПІ-21-)-1;*ДРБД(ПЗПІ-21-)-2, Мазурова О. О.: Пз (8) - *ДРБД(ПЗПІ-21-)-1, Мазурова О. О.: Пз (8) - *ДРБД(ПЗПІ-21-)-2, Мазурова О. О.: Лб (20) - *ДРБД(ПЗПІ-21-)-1, Мазурова О. О.: Лб (20) - *ДРБД(ПЗПІ-21-)-2, Мазурова О. О.: Конс (2) - *ДРБД(ПЗПІ-21-)-1, Мазурова О. О.: Конс (2) - *ДРБД(ПЗПІ-21-)-2, Мазурова О. О.: Екз (6) - *ДРБД(ПЗПІ-21-)-1, Мазурова О. О.: Екз (6) - *ДРБД(ПЗПІ-21-)-2, Мазурова О. О.:
Ек&Б	Економіка та бізнес : Лк (18) - ПЗПІ-21-1,2,3,4,5, Кирій В. В.: Лк (18) - ПЗПІ-21-6,7,8,9,10,11, Кирій В. В.: Пз (18) - ПЗПІ-21-1, Курденко О. В.: Пз (18) - ПЗПІ-21-10, Курденко О. В.: Пз (18) - ПЗПІ-21-11, Курденко О. В.: Пз (18) - ПЗПІ-21-2, Курденко О. В.: Пз (18) - ПЗПІ-21-3, Курденко О. В.: Пз (18) - ПЗПІ-21-4, Курденко О. В.: Пз (18) - ПЗПІ-21-5, Курденко О. В.: Пз (18) - ПЗПІ-21-6, Курденко О. В.: Пз (18) - ПЗПІ-21-7, Курденко О. В.: Пз (18) - ПЗПІ-21-8, Курденко О. В.: Пз (18) - ПЗПІ-21-9, Курденко О. В.: Зал (2) - ПЗПІ-21-1, Кирій В. В.: Зал (2) - ПЗПІ-21-10, Кирій В. В.: Зал (2) - ПЗПІ-21-11, Кирій В. В.: Зал (2) - ПЗПІ-21-2, Кирій В. В.: Зал (2) - ПЗПІ-21-3, Кирій В. В.: Зал (2) - ПЗПІ-21-4, Кирій В. В.: Зал (2) - ПЗПІ-21-5, Кирій В. В.: Зал (2) - ПЗПІ-21-6, Кирій В. В.: Зал (2) - ПЗПІ-21-7, Кирій В. В.: Зал (2) - ПЗПІ-21-8, Кирій В. В.: Зал (2) - ПЗПІ-21-9, Кирій В. В.:
ІзПП	Інструктаж з практичної підготовки : Лк (2) - ПЗПІ-21-1,2,3,4,5, Хондак І. І.: Лк (2) - ПЗПІ-21-6,7,8,9,10,11, Хондак І. І.:
*ММЧМ	*Математичне моделювання та чисельні методи : Лк (26) - *ММЧМ(ПЗПІ-21-)-1, Назаров О. С.: Пз (8) - *ММЧМ(ПЗПІ-21-)-1, Назаров О. С.: Лб (16) - *ММЧМ(ПЗПІ-21-)-1, Назаров О. С.: Конс (2) - *ММЧМ(ПЗПІ-21-)-1, Назаров О. С.: Екз (6) - *ММЧМ(ПЗПІ-21-)-1, Назаров О. С.:
*ОКД	*Основи комп'ютерного дизайну : Лк (20) - *ОКД(ПЗПІ-21-)-1, Матвєєв Д. І.: Пз (4) - *ОКД(ПЗПІ-21-)-1, Матвєєв Д. І.: Лб (16) - *ОКД(ПЗПІ-21-)-1, Матвєєв Д. І.: Конс (2) - *ОКД(ПЗПІ-21-)-1, Матвєєв Д. І.: Екз (6) - *ОКД(ПЗПІ-21-)-1, Матвєєв Д. І.:
*ПвМС	*Програмування в мережевих середовищах : Лк (24) - *ПвМС(ПЗПІ-21-)-1;*ПвМС(ПЗПІ-21-)-2;*ПвМС(ПЗПІ-21-)-3;*ПвМС(ПЗПІ-21-)-4;*ПвМС(ПЗПІ-21-)-5, Лановий О. Ф.: Пз (6) - *ПвМС(ПЗПІ-21-)-1, Лановий О. Ф.: Пз (6) - *ПвМС(ПЗПІ-21-)-2, Демчук В. Г.: Пз (6) - *ПвМС(ПЗПІ-21-)-3, Демчук В. Г.: Пз (6) - *ПвМС(ПЗПІ-21-)-4, Демчук В. Г.: Пз (6) - *ПвМС(ПЗПІ-21-)-5, Демчук В. Г.: Лб (20) - *ПвМС(ПЗПІ-21-)-1, Лановий О. Ф.: Лб (20) - *ПвМС(ПЗПІ-21-)-2, Демчук В. Г.: Лб (20) - *ПвМС(ПЗПІ-21-)-3, Демчук В. Г.: Лб (20) - *ПвМС(ПЗПІ-21-)-4, Демчук В. Г.: Лб (20) - *ПвМС(ПЗПІ-21-)-5, Демчук В. Г.: Конс (2) - *ПвМС(ПЗПІ-21-)-1, Лановий О. Ф.: Конс (2) - *ПвМС(ПЗПІ-21-)-2, Лановий О. Ф.: Конс (2) - *ПвМС(ПЗПІ-21-)-3, Лановий О. Ф.: Конс (2) - *ПвМС(ПЗПІ-21-)-4, Лановий О. Ф.: Конс (2) - *ПвМС(ПЗПІ-21-)-5, Лановий О. Ф.: Екз (6) - *ПвМС(ПЗПІ-21-)-1, Лановий О. Ф.: Екз (6) - *ПвМС(ПЗПІ-21-)-2, Лановий О. Ф.: Екз (6) - *ПвМС(ПЗПІ-21-)-3, Лановий О. Ф.: Екз (6) - *ПвМС(ПЗПІ-21-)-4, Лановий О. Ф.: Екз (6) - *ПвМС(ПЗПІ-21-)-5, Лановий О. Ф.:
*ТСР	*Тестування ігрових застосувань та серверні рішення ігрової статистики : Лк (38) - *ТСР(ПЗПІ-21-)-1;*ТСР(ПЗПІ-21-)-2, Новіков Ю. С.: Пз (12) - *ТСР(ПЗПІ-21-)-1, Новіков Ю. С.: Пз (12) - *ТСР(ПЗПІ-21-)-2, Новіков Ю. С.: Лб (24) - *ТСР(ПЗПІ-21-)-1, Новіков Ю. С.: Лб (24) - *ТСР(ПЗПІ-21-)-2, Новіков Ю. С.: Конс (2) - *ТСР(ПЗПІ-21-)-1, Новіков Ю. С.: Конс (2) - *ТСР(ПЗПІ-21-)-2, Новіков Ю. С.: Екз (6) - *ТСР(ПЗПІ-21-)-1, Новіков Ю. С.: Екз (6) - *ТСР(ПЗПІ-21-)-2, Новіков Ю. С.:

[ІПЗм-24]
ВОвЄС	Високопродуктивні обчислення в ЄС : Лк (26) - ІПЗм-24-1;ІПЗм-24-2;ІПЗм-24-3, Смеляков К. С.: Лб (16) - ІПЗм-24-1, Смеляков К. С.: Лб (16) - ІПЗм-24-2, Смеляков К. С.: Лб (16) - ІПЗм-24-3, Смеляков К. С.:
*ВТІС	*Високорівневі технології обробки мовної інформації в інтелектуальних системах : Лк (18) - *ВТІС(ІПЗм-24-)-1;*ВТІС(ІПЗм-24-)-2, Вечур О. В.: Лб (12) - *ВТІС(ІПЗм-24-)-1, Вечур О. В.: Лб (12) - *ВТІС(ІПЗм-24-)-2, Вечур О. В.:
*ДІМ	*Ділова іноземна мова : Пз (30) - *ДІМ(ІПЗм-24-)-1, Савченко О. О.: Пз (30) - *ДІМ(ІПЗм-24-)-2, Архипова В. 0.:
*ЕОП	*Економічне обгрунтування проектів : Лк (18) - *ЕОП(ІПЗм-24-)-1;*ЕОП(ІУСТм-24-)-2;*ЕОП(АМСЗІм-24-)-3, Гришко С. В.: Пз (12) - *ЕОП(ІПЗм-24-)-1, Гришко С. В.:
ІМтС	Інноваційний менеджмент та стратегія : Лк (22) - ІПЗм-24-1;ІПЗм-24-2;ІПЗм-24-3, Ревенчук І. А.: Пз (20) - ІПЗм-24-1, Ворочек О. Г.: Пз (20) - ІПЗм-24-2, Ворочек О. Г.: Пз (20) - ІПЗм-24-3, Ворочек О. Г.:
*КГВР	*Комп'ютерна графіка віртуальної реальності : Лк (18) - *КГВР(ІПЗм-24-)-1;*КГВР(ІПЗм-24-)-2, Назаров О. С.: Лб (12) - *КГВР(ІПЗм-24-)-1, Назаров О. С.: Лб (12) - *КГВР(ІПЗм-24-)-2, Назаров О. С.:
КЗ	Комп'ютерний зір : Лк (22) - ІПЗм-24-1;ІПЗм-24-2;ІПЗм-24-3, Работягов А. В.: Пз (4) - ІПЗм-24-1, Работягов А. В.: Пз (4) - ІПЗм-24-2, Работягов А. В.: Пз (4) - ІПЗм-24-3, Работягов А. В.: Лб (16) - ІПЗм-24-1, Работягов А. В.: Лб (16) - ІПЗм-24-2, Работягов А. В.: Лб (16) - ІПЗм-24-3, Работягов А. В.:
*BigD	*Методи програмної інженерії у Big Data : Лк (16) - *BigD(ІПЗм-24-)-1,2, Смеляков С. В.: Пз (2) - *BigD(ІПЗм-24-)-1, Богомолов О. Є.: Пз (2) - *BigD(ІПЗм-24-)-2, Богомолов О. Є.: Лб (12) - *BigD(ІПЗм-24-)-1, Богомолов О. Є.: Лб (12) - *BigD(ІПЗм-24-)-2, Богомолов О. Є.:
*МОБП	*Моделювання та оптимізація бізнес-процесів : Лк (18) - *МОБП(ІПЗм-24-)-1;*МОБП(ІПЗм-24-)-2, Кирій В. В.: Пз (2) - *МОБП(ІПЗм-24-)-1, Кирій В. В.: Пз (2) - *МОБП(ІПЗм-24-)-2, Кирій В. В.: Лб (12) - *МОБП(ІПЗм-24-)-1, Кирій В. В.: Лб (12) - *МОБП(ІПЗм-24-)-2, Кирій В. В.:
*ПВШ	*Педагогіка вищої школи : Лк (18) - *ПВШ(КСМм-24-)-1;*ПВШ(КСМм-24-)-2;*ПВШ(СКСм-24-)-3;*ПВШ(САУм-24-)-4, Митцева О. С.: Пз (12) - *ПВШ(САУм-24-)-4, Митцева О. С.:
*СНТ	*Стилістика наукового тексту : Лк (18) - *СНТ(БІКСм-24-)-1;*СНТ(БІКСм-24-)-2;*СНТ(ІПЗм-24-)-3;*СНТ(ЛОЕТм-24-)-4, Гарбар М. А.: Пз (12) - *СНТ(ІПЗм-24-)-3, Гарбар М. А.:
*ТРМ	*Технології розумного міста : Лк (16) - *ТРМ(ІПЗм-24-)-1, Голян Н. В.: Пз (2) - *ТРМ(ІПЗм-24-)-1, Голян Н. В.: Лб (12) - *ТРМ(ІПЗм-24-)-1, Голян Н. В.:

[ІТПм-24]
*ДІМ	*Ділова іноземна мова : Пз (30) - *ДІМ(ІТПм-24-)-3, Шалаєва В. В.: Пз (30) - *ДІМ(ІТПм-24-)-4, Буданова І. О.:
КМтМ	Комбінаторні моделі та методи в проєктуванні / Combinatorial models and methods in design : Лк (24) - ІТПм-24-1;ІТПм-24-2, Гребеннік І. В.: Лб (16) - ІТПм-24-1, Гребеннік І. В.: Лб (16) - ІТПм-24-2, Гребеннік І. В.:
*МОП	*Методи оптимізації в проєктуванні : Лк (30) - ІТПм-24-2, Панкратов О. В.: Лб (20) - ІТПм-24-2, Панкратов О. В.:
НМАД	Нечіткі моделі та методи аналізу даних : Лк (30) - ІТПм-24-1;ІТПм-24-2;СПРм-24-1, Петров К. Е.: Пз (20) - ІТПм-24-1, Білова Т. Г.: Пз (20) - ІТПм-24-2, Білова Т. Г.:
ТтЯП	Тестування та якість програмного забезпечення інформаційних систем : Лк (24) - ІТПм-24-1;ІТПм-24-2, Мінухін С. В.: Лб (16) - ІТПм-24-1, Мінухін С. В.: Лб (16) - ІТПм-24-2, Мінухін С. В.:
*ТБ	*Технології блокчейн : Лк (30) - ІТПм-24-1;ІТПм-24-2, Чорна О. С.: Лб (20) - ІТПм-24-1;ІТПм-24-2, Чорна О. С.:
*УЛР	*Управління людськими ресурсами : Лк (30) - ІТПм-24-1;ІТПм-24-2, Тітов С. В.: Лб (20) - ІТПм-24-1;ІТПм-24-2, Тітов С. В.:
УПР	Управління процесами розробки IT проєктів : Лк (24) - ІТПм-24-1;ІТПм-24-2;СПРм-24-1, Решетнік В. М.: Лб (16) - ІТПм-24-1, Решетнік В. М.: Лб (16) - ІТПм-24-2, Решетнік В. М.:
*ФПНП	*Філософські проблеми наукового пізнання : Лк (18) - *ФПНП(КІТм-24-)-1;*ФПНП(СПм-24-)-2;*ФПНП(СПм-24-)-3;*ФПНП(СПм-24-)-4;*ФПНП(СПм-24-)-5, Покровський А. М.: Пз (12) - *ФПНП(КІТм-24-)-1, Покровський А. М.:

[ІУСТм-24]
*DevO	*DevOps-технології менеджменту ІТ-інфраструктури організації : Лк (12) - ІУСТм-24-1, Чалий С. Ф.: Пз (8) - ІУСТм-24-1, Кальницька А. Ю.:
ВМІУС	Вимоги та моделі інформаційних управляючих систем : Лк (24) - ІУСТм-24-1, Євланов М. В.: Пз (16) - ІУСТм-24-1, Кожанов А. Є.:
*ДІМ	*Ділова іноземна мова : Пз (30) - *ДІМ(СПРм-24-)-5, Богдан О. М.:
*ЕОП	*Економічне обгрунтування проектів : Лк (18) - *ЕОП(ІПЗм-24-)-1;*ЕОП(ІУСТм-24-)-2;*ЕОП(АМСЗІм-24-)-3, Гришко С. В.: Пз (12) - *ЕОП(ІУСТм-24-)-2, Гришко С. В.:
*ІВ	*Інтелектуальна власність : Лк (18) - *ІВ(ІУСТм-24-)-1, Голян В. В.: Пз (12) - *ІВ(ІУСТм-24-)-1, Голян В. В.:
*ІТОДІУС	*Інформаційні технології обробки даних в ІУС : Лк (12) - ІУСТм-24-1, Чалий С. Ф.: Пз (12) - ІУСТм-24-1, Кальницька А. Ю.:
НМАД	Нечіткі моделі та методи аналізу даних : Лк (30) - ІУСТм-24-1;УПГІТм-24-1, Петров К. Е.: Пз (20) - ІУСТм-24-1, Білова Т. Г.:
ОМІн	Організація , методологія та інформаційні технології в наукових дослідженнях : Лк (24) - ІУСТм-24-1, Левикін В. М.: Лб (16) - ІУСТм-24-1, Малькова І. А.:
РП WEB-БС	Розробка та просування Web-базованих систем : Лк (24) - ІУСТм-24-1, Чала О. В.: Пз (16) - ІУСТм-24-1, Богатов Є. О.:
*СНТ	*Стилістика наукового тексту : Лк (18) - *СНТ(БІКСм-24-)-1;*СНТ(БІКСм-24-)-2;*СНТ(ІПЗм-24-)-3;*СНТ(ЛОЕТм-24-)-4, Гарбар М. А.: Пз (12) - *СНТ(ІПЗм-24-)-3, Гарбар М. А.:
*ХАПІ	*Хмарова архітектура побудови інформаційних систем : Лк (12) - ІУСТм-24-1, Сердюк Н. М.: Пз (12) - ІУСТм-24-1, Цвіркун О. А.:

[СПРм-24]
*ДІМ	*Ділова іноземна мова : Пз (30) - *ДІМ(СПРм-24-)-5, Богдан О. М.:
*ЕОП	*Економічне обгрунтування проектів : Лк (18) - *ЕОП(ІПЗм-24-)-1;*ЕОП(ІУСТм-24-)-2;*ЕОП(АМСЗІм-24-)-3, Гришко С. В.: Пз (12) - *ЕОП(ІПЗм-24-)-1, Гришко С. В.:
*ЗГМП	*Задачі геометричного проєктування. Прикладні аспекти : Лк (18) - СПРм-24-1, Романова Т. Є.: Пз (12) - СПРм-24-1, Романова Т. Є.:
ІМвBD	Інтелектуальні методи в Big Data : Лк (24) - СПРм-24-1, Перова І. Г.: Лб (16) - СПРм-24-1, Перова І. Г.:
НСтТО	Надпродуктивні системи та технології обробки та аналізу великих даних : Лк (24) - СПРм-24-1, Мінухін С. В.: Лб (16) - СПРм-24-1, Мінухін С. В.:
НМАД	Нечіткі моделі та методи аналізу даних : Лк (30) - ІТПм-24-1;ІТПм-24-2;СПРм-24-1, Петров К. Е.: Пз (20) - СПРм-24-1, Білова Т. Г.:
ОсН	Основи наукових досліджень та науково-педогогічної діяльності : Лк (24) - СПРм-24-1, Нечипоренко А. С.: Лб (16) - СПРм-24-1, Нечипоренко А. С.:
СППМС	Сучасні парадигми програмування і моделювання складних систем : Лк (30) - СПРм-24-1, Міщеряков Ю. В.: Лб (20) - СПРм-24-1, Міщеряков А. Ю.:
УПР	Управління процесами розробки IT проєктів : Лк (24) - ІТПм-24-1;ІТПм-24-2;СПРм-24-1, Решетнік В. М.: Лб (16) - СПРм-24-1, Решетнік В. М.:

[СШІм-24]
ГЗтШІ	Гібридні загрози та штучний інтелект : Лк (30) - СШІм-24-1;СШІм-24-2, Головянко М. В.: Пз (20) - СШІм-24-1, Головянко М. В.: Пз (20) - СШІм-24-2, Головянко М. В.:
ГННМ	Глибине навчання нейронних мереж : Лк (22) - СШІм-24-1;СШІм-24-2, Чала О. С.: Пз (20) - СШІм-24-1, Малєєв Д. В.: Пз (20) - СШІм-24-2, Малєєв Д. В.:
*ДІМ	*Ділова іноземна мова : Пз (30) - *ДІМ(СШІм-24-)-6, Макаров В. Б.:
МенЗ	Менеджмент знань : Лк (30) - СШІм-24-1;СШІм-24-2, Рябова Н. В.: Пз (20) - СШІм-24-1, Гриньова О. Є.: Пз (20) - СШІм-24-2, Гриньова О. Є.:
*МСтТ	*Мультиагентні системи та технології : Лк (18) - СШІм-24-1;СШІм-24-2, Філатов В. О.: Пз (12) - СШІм-24-1;СШІм-24-2, Гребенюк В. О.:
НМАД	Нечіткі моделі та методи аналізу даних : Лк (30) - СШІм-24-1;СШІм-24-2;ДСм-24-1, Петров К. Е.: Пз (20) - СШІм-24-1, Петров К. Е.: Пз (20) - СШІм-24-2, Петров К. Е.:
ОНД	Основи наукових досліджень : Лк (18) - СШІм-24-1;СШІм-24-2, Кулішова Н. Є.: Пз (12) - СШІм-24-1, Поліїт М. Р.: Пз (12) - СШІм-24-2, Поліїт М. Р.:
ПМН	Просунуте машинне навчання : Лк (24) - СШІм-24-1;СШІм-24-2, Кулішова Н. Є.: Лб (16) - СШІм-24-1, Поліїт М. Р.: Лб (16) - СШІм-24-2, Поліїт М. Р.:
*ФПНП	*Філософські проблеми наукового пізнання : Лк (18) - *ФПНП(КІТм-24-)-1;*ФПНП(СПм-24-)-2;*ФПНП(СПм-24-)-3;*ФПНП(СПм-24-)-4;*ФПНП(СПм-24-)-5, Покровський А. М.: Пз (12) - *ФПНП(КІТм-24-)-1, Покровський А. М.:

[ДСм-24]
*ВБД	*Візуалізація багатовимірних даних : Лк (18) - ДСм-24-1, Золотухін О. В.: Пз (12) - ДСм-24-1, Золотухін О. В.:
ГлНав	Глибинне навчання : Лк (36) - ДСм-24-1, Гриньова О. Є.: Лб (24) - ДСм-24-1, Малєєв Д. В.:
*ДІМ	*Ділова іноземна мова : Пз (30) - *ДІМ(ІТПм-24-)-4, Буданова І. О.:
*ЕОП	*Економічне обгрунтування проектів : Лк (18) - *ЕОП(ІПЗм-24-)-1;*ЕОП(ІУСТм-24-)-2;*ЕОП(АМСЗІм-24-)-3, Гришко С. В.: Пз (12) - *ЕОП(ІПЗм-24-)-1, Гришко С. В.:
*ІВ	*Інтелектуальна власність : Лк (18) - *ІВ(ІУСТм-24-)-1, Голян В. В.: Пз (12) - *ІВ(ІУСТм-24-)-1, Голян В. В.:
*ММОП	*Математичні методи обробки природномовних текстів : Лк (24) - ДСм-24-1, Чала Л. Е.: Пз (16) - ДСм-24-1, Чала Л. Е.:
НМАД	Нечіткі моделі та методи аналізу даних : Лк (30) - СШІм-24-1;СШІм-24-2;ДСм-24-1, Петров К. Е.: Пз (20) - ДСм-24-1, Петров К. Е.:
*ПВШ	*Педагогіка вищої школи : Лк (18) - *ПВШ(ІНФм-24-)-5;*ПВШ(ІНФм-24-)-6;*ПВШ(ДСм-24-)-7;*ПВШ(ВСАм-24-)-8, Митцева О. С.: Пз (12) - *ПВШ(ДСм-24-)-7, Митцева О. С.:
ППка	Платформа та програмний каркас Hadoop : Лк (18) - ДСм-24-1, Гребенюк В. О.: Лб (12) - ДСм-24-1, Гребенюк В. О.:
ПМН	*Просунуте машинне навчання : Лк (24) - ДСм-24-1, Кулішова Н. Є.: Пз (16) - ДСм-24-1, Поліїт М. Р.:
*ТОВД	*Технології обробки великих даних : Лк (18) - ДСм-24-1, Золотухін О. В.: Пз (12) - ДСм-24-1, Золотухін О. В.:
ТУоп	Технології управління та оцінювання ІТ-проектів : Лк (18) - ДСм-24-1, Чала Л. Е.: Лб (12) - ДСм-24-1, Чала Л. Е.:

[УПГІТм-24]
DOтех	DevOps-технології в ІТ- проектах : Лк (16) - УПГІТм-24-1, Чалий С. Ф.: Пз (14) - УПГІТм-24-1, Кальницька А. Ю.:
*ДІМ	*Ділова іноземна мова : Пз (30) - *ДІМ(СШІм-24-)-6, Макаров В. Б.:
МтМУ	Методологія та методи управління проектами в галузі ІТ : Лк (24) - УПГІТм-24-1, Євланов М. В.: Пз (16) - УПГІТм-24-1, Кожанов А. Є.:
НМАД	Нечіткі моделі та методи аналізу даних : Лк (30) - ІУСТм-24-1;УПГІТм-24-1, Петров К. Е.: Пз (20) - УПГІТм-24-1, Білова Т. Г.:
ОНДу	Основи наукових досліджень в галузі управління ІТ - проектами : Лк (18) - УПГІТм-24-1, Левикін В. М.: Пз (12) - УПГІТм-24-1, Малькова І. А.:
*УІПт	*Управління інноваційними проектами та стартапами : Лк (12) - УПГІТм-24-1, Доля О. Є.: Пз (6) - УПГІТм-24-1, Цвіркун О. А.:
УКП	Управління командою проекту : Лк (24) - УПГІТм-24-1, Васильцова Н. В.: Пз (16) - УПГІТм-24-1, Васильцова Н. В.:
УППтП	Управління портфелями проектів та програмами в ІТ- галузі : Лк (16) - УПГІТм-24-1, Доля О. Є.: Пз (16) - УПГІТм-24-1, Доля О. Є.:
